"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","log","lan"
"1","high reliability","Quadrat","place",3257.793357,"road",0.002312709,"N","Y","N","Y",3.59999990463257,-0.0007999999797903,16,95,122,2,0.824699997901917,0.00219999998807907,0,1.76559710502625,271.839996337891,22.1599006652832,68.8401031494141,15.1597995758057,2,18.5932006835937,147.55722,-38.06222
"2","high reliability","Quadrat","place",3196.403849,"road",0.005927039,"Y","Y","N","Y",1.20000004768372,0.00219999998807907,16,95,122,102,0.634800016880035,0.00400000018998981,0,1.76559710502625,271.829498291016,22.1704998016357,68.8294982910156,15.1704998016357,102,18.6037998199463,147.55528,-38.05917
"3","high reliability","Quadrat","place",4276.695672,"road",0.016007578,"Y","Y","N","Y",10,0.00340000004507601,16,95,122,2,1.11520004272461,0.00279999990016222,0,1.76559710502625,269.329406738281,19.5958003997803,67.3293991088867,14.670599937439,2,17.3640995025635,147.4225,-38.15
"4","high reliability","Quadrat","place",5959.68152,"road",0.006112888,"Y","Y","N","Y",6,-0.000699999975040555,16,95,122,2,0.943700015544891,0.010499999858439,0,1.76559710502625,270.538909912109,22.4009990692139,67.5389022827148,15.4610996246338,2,18.3663005828857,147.53083,-38.075
"5","low reliability","Species List for Defined Area","place",6017.17304,"watercourse_channel",0.003586745,"Y","N","N","N",442,-0.292899996042252,64,102,139,106,2.46020007133484,0.0414999984204769,0.202811881899834,10.8157081604004,298.921295166016,2.72149991989136,60.2522010803223,69.1325988769531,106,16.4990005493164,142.37806,-37.03861
"6","high reliability","Quadrat","airport",7574.976816,"watercourse_stream",0.037606959,"Y","Y","N","Y",32.7999992370605,-0.0162000004202127,16,95,122,6,1.54349994659424,0.00910000037401915,0,1.76559710502625,268.98388671875,14.0160999298096,67.9839019775391,13.0160999298096,6,15.7207002639771,147.2089,-38.2469
"7","high reliability","Quadrat","mountain",3273.356637,"watercourse_stream",0.015326234,"Y","Y","N","N",213.399993896484,-0.247400000691414,35,141,112,17,1.93089997768402,0.0293000005185604,0.755224168300629,10.2994012832642,302.905914306641,-10.4273996353149,78.1330032348633,33.3624992370605,3,15.0078001022339,141.93557,-37.48465
"8","high reliability","Quadrat","place",7781.768175,"road",0.015884779,"Y","N","N","N",626.799987792969,0.00310000008903444,19,100,105,16,2.75300002098083,0.00600000005215406,0.468086928129196,11.9575815200806,276.443908691406,8.65610027313232,58.3438987731934,53.6671981811523,12,14.7912998199463,144.64453,-37.28368
"9","high reliability","Specimen","place",17251.64095,"state_border",0.043910621,"Y","Y","N","N",124.599998474121,0.0141000002622604,30,112,84,5,1.58060002326965,0.00460000010207295,0.419526278972626,4.58766078948975,317.661712646484,-4.68680000305176,65.9063034057617,34.3132019042969,5,15.7426996231079,141.0125,-36.530694
"10","high reliability","Quadrat","place",6969.01601,"road",0.008015054,"Y","Y","N","N",111,-0.0280000008642673,20,139,127,106,2.01559996604919,0.0109999999403954,0,1.76559710502625,254.634796142578,5.25549983978272,79.744499206543,85.1968994140625,106,17.5053997039795,141.2903,-38.15514
"11","high reliability","Quadrat","airport",2290.146034,"watercourse_channel",0.001013832,"Y","Y","Y","N",213,-0.0288999993354082,26,134,139,106,1.66649997234345,0.014299999922514,0.103526376187801,2.62483811378479,307.2294921875,-2.23340010643005,69.2333984375,55.7759017944336,106,16.4456005096436,142.34239,-37.20388
"12","low reliability","Quadrat","place",7429.994874,"watercourse_stream",0.001616366,"Y","Y","N","N",159,0.0159000009298325,37,140,117,106,2.04949998855591,0.0201999992132187,0.276051849126816,2.35001635551453,273.472686767578,1.67449998855591,72.3255004882813,62.6744995117187,106,16.421199798584,141.45338,-37.77459
"13","high reliability","Quadrat","place",3528.508869,"road",0.004447635,"Y","Y","N","Y",2.79999995231628,0.0105999996885657,16,95,122,2,0.763499975204468,0.00170000002253801,0,1.76559710502625,271.469604492187,22.5303993225098,68.469596862793,15.5304002761841,2,18.2929992675781,147.55333,-38.06222
"14","high reliability","Quadrat","place",3823.726415,"road",0.000232634,"Y","Y","N","Y",2.79999995231628,0.000300000014249235,16,95,122,16,0.808300018310547,0.00749999983236194,0,1.76559710502625,270.705108642578,16.294900894165,69.7051010131836,12.2948999404907,113,17.4057006835938,147.37222,-38.18528
"15","high reliability","Quadrat","place",8708.474813,"road",0.00477951,"Y","Y","N","Y",8.39999961853027,0.00609999988228083,16,95,122,2,1.05260002613068,0.00669999979436398,0,1.76559710502625,270.167694091797,20.8323001861572,67.1677017211914,14.8323001861572,2,17.661600112915,147.4675,-38.11806
"16","high reliability","Quadrat","place",3122.321519,"road",0.006093311,"Y","Y","N","Y",0.400000005960465,0.0052000000141561,16,95,122,113,0.547399997711182,0.00600000005215406,0,1.76559710502625,271.977905273437,22.0221004486084,68.9732971191406,15.0221004486084,113,18.3936996459961,147.55583,-38.05861
"17","high reliability","Quadrat","place",5954.862966,"road",0.004958047,"Y","Y","N","Y",7.80000019073486,0.0119000002741814,16,95,122,2,1.0246000289917,0.00300000002607703,0,1.76559710502625,270.488586425781,22.1739006042481,67.4886016845703,15.5114002227783,2,17.8040008544922,147.53167,-38.07583
"18","high reliability","Quadrat","place",5903.534547,"road",0.006427342,"Y","Y","N","Y",6,0,16,95,122,2,0.94379997253418,0.00930000003427267,0,1.76559710502625,270.527709960938,22.3777008056641,67.527702331543,15.4722995758057,2,18.3696994781494,147.53111,-38.07444
"19","high reliability","Quadrat","place",8212.940817,"road",0.007624486,"Y","Y","N","Y",10.6000003814697,-0.0031999999191612,16,95,122,2,1.13039994239807,0.00240000011399388,0,1.76559710502625,269.06640625,21.1196002960205,66.8804016113281,15.625,2,17.5823993682861,147.46611,-38.1225
"20","low reliability","Species List for Defined Area","mountain",6054.558891,"watercourse_stream",0.011342505,"Y","N","N","N",556.400024414063,-0.763999998569489,53,6,139,6,2.61080002784729,0.10080000013113,0.234527349472046,7.9208197593689,291.213409423828,7.52440023422241,53.1735000610352,72.6880035400391,6,13.936900138855,142.38722,-36.97667
"21","high reliability","Quadrat","rail_station",4201.572954,"road",0.018519825,"Y","Y","N","N",396.600006103516,-0.0953999981284142,32,120,107,109,2.48620009422302,0.0151000004261732,0.393598437309265,10.5808238983154,277.746704101562,9.29409980773926,63.7058982849121,22.3271007537842,109,15.3668003082275,144.04677,-37.70313
"22","low reliability","Quadrat","mountain",6604.745828,"watercourse_stream",0.001319804,"Y","Y","N","N",377.799987792969,-2.5592999458313,53,6,139,12,2.32540011405945,0.119999997317791,0.0779819712042809,2.19908499717712,291.489105224609,5.38049983978272,60.1621017456055,66.2929000854492,12,11.1626996994019,142.297056,-37.239934
"23","high reliability","Quadrat","airport",4713.61618,"watercourse_stream",0.006613958,"Y","Y","N","N",116.5458984375,0.0392999984323978,37,140,125,6,2.02419996261597,0.016499999910593,0,1.76559710502625,261.750793457031,1.6904000043869,81.1933975219727,77.5953979492188,6,15.3015003204346,141.2735,-38.06863
"24","high reliability","Quadrat","place",11472.15795,"road",0.034292118,"Y","Y","N","N",135.600006103516,0.00249999994412065,20,139,127,5,1.84239995479584,0.00839999970048666,0.0820266827940941,1.25329792499542,289.415893554687,-1.41830003261566,68.4182968139649,62.5816993713379,5,15.3535995483398,141.08833,-37.38667
"25","high reliability","Quadrat","place",3683.183815,"road",0.004890557,"Y","Y","N","Y",1.20000004768372,0.0163000002503395,16,95,122,102,0.620800018310547,0.00680000009015203,0,1.76559710502625,271.586395263672,22.4136009216309,68.5864028930664,15.4135999679565,102,18.1986999511719,147.55167,-38.06278
"26","high reliability","Quadrat","place",6209.181809,"road",0.012249876,"Y","Y","N","Y",8.39999961853027,-0.00270000007003546,16,95,122,2,1.04929995536804,0.00039999998989515,0,1.76559710502625,270.924285888672,22.8215999603271,66.9247970581055,16.0751991271973,2,18.2502994537354,147.52472,-38.07167
"27","high reliability","Quadrat","place",3689.124055,"road",0.021291536,"Y","Y","N","Y",9.80000019073486,-0.00209999992512166,16,95,122,2,1.10749995708466,0.0015999999595806,0,1.76559710502625,269.2080078125,18.9990005493164,67.6411972045898,14.7919998168945,2,17.3878993988037,147.42389,-38.15528
"28","high reliability","Quadrat","place",7394.961831,"road",0.003269064,"Y","Y","N","Y",6.40000009536743,-0.00540000014007092,16,95,122,2,0.968100011348724,0.00800000037997961,0,1.76559710502625,270.874786376953,19.8747005462646,67.8748016357422,14.1252002716065,2,17.355899810791,147.45333,-38.12611
"29","high reliability","Quadrat","place",3181.15411,"road",0.00208576,"N","Y","N","Y",4,-0.00740000000223517,16,95,122,2,0.851999998092651,0.00249999994412065,0,1.76559710502625,271.764404296875,22.2355003356934,68.7645034790039,15.2355003356934,2,18.2082996368408,147.55806,-38.06194
"30","high reliability","Quadrat","place",4184.598268,"road",0.016731156,"Y","Y","N","Y",9.39999961853027,0,16,95,122,2,1.0945999622345,0.00559999980032444,0,1.76559710502625,269.282592773438,19.4862995147705,67.282600402832,14.717399597168,2,16.9311008453369,147.4225,-38.15083
"31","high reliability","Quadrat","place",8198.642648,"road",0.009260991,"Y","Y","N","Y",9.60000038146973,-0.00230000005103648,16,95,122,2,1.09720003604889,0.0044999998062849,0,1.76559710502625,269.028686523438,21.2117004394531,66.7894973754883,15.8108997344971,2,17.3120994567871,147.46778,-38.12333
"32","low reliability","Species List for Defined Area","place",4456.890768,"road",0.002141638,"Y","N","N","N",140.399993896484,0.190799996256828,64,102,106,8,2.0689001083374,0.0303000006824732,0.902882218360901,13.4799718856812,298.139007568359,12.7632999420166,80.4393997192383,25.9444007873535,8,14.3073997497559,145.256035,-37.56436
"33","high reliability","Quadrat","place",3327.595252,"road",0.007090012,"Y","Y","N","Y",0.800000011920929,0.00039999998989515,16,95,122,113,0.615700006484985,0.00329999998211861,0,1.76559710502625,270.537811279297,16.4678993225098,69.532096862793,12.4679002761841,113,18.0088996887207,147.392783,-38.171207
"34","high reliability","Quadrat","place",3236.236087,"road",0.015803386,"Y","Y","N","Y",1.20000004768372,0.00340000004507601,16,95,122,102,0.634999990463257,0.0115000000223517,0,1.76559710502625,271.132385253906,17.7140007019043,69.286003112793,12.71399974823,102,18.0387001037598,147.406265,-38.162852
"35","high reliability","Quadrat","airport",2290.146034,"watercourse_channel",0.001013832,"Y","Y","Y","N",213,-0.0288999993354082,26,134,139,106,1.66649997234345,0.014299999922514,0.103526376187801,2.62483811378479,307.2294921875,-2.23340010643005,69.2333984375,55.7759017944336,106,16.4456005096436,142.34239,-37.20388
"36","high reliability","Quadrat","place",8283.05332,"road",0.026370852,"Y","Y","N","N",54.9580993652344,0.00260000000707805,37,151,126,17,1.54770004749298,0.00120000005699694,0.165744513273239,1.60321652889252,263.589904785156,-1.42929995059967,89.7885971069336,56.5707015991211,106,16.1921997070313,141.88056,-38.19861
"37","high reliability","Quadrat","place",6169.833631,"road",0.013331438,"Y","Y","N","Y",7,0.0166999995708466,16,95,122,2,0.991400003433228,0.00730000017210841,0,1.76559710502625,270.559295654297,23.0881996154785,66.5593032836914,16.4407005310059,2,17.6989002227783,147.52444,-38.07056
"38","high reliability","Quadrat","place",6632.464208,"road",0.017922856,"Y","Y","N","Y",5.59999990463257,0,16,154,122,2,0.925300002098084,0.00350000010803342,0,1.76559710502625,271.83740234375,21.2908992767334,67.83740234375,15.1625995635986,2,18.5496997833252,147.51778,-38.06944
"39","high reliability","Quadrat","place",3629.829771,"road",0.02109006,"Y","Y","N","Y",9.39999961853027,-0.000500000023748726,16,95,122,2,1.09389996528626,0.00260000000707805,0,1.76559710502625,269.399993896484,18.6002998352051,67.7120971679688,14.6000003814697,2,17.490800857544,147.4225,-38.15583
"40","high reliability","Quadrat","place",3784.862126,"road",0.019741114,"Y","Y","N","Y",9.19999980926514,0.00499999988824129,16,95,122,2,1.0871000289917,0.00310000008903444,0,1.76559710502625,269.341491699219,18.7059001922607,67.5652008056641,14.6584997177124,2,17.1788005828857,147.42222,-38.15444
"41","high reliability","Quadrat","place",8187.130801,"road",0.009100714,"Y","Y","N","Y",10.1999998092651,-0.00039999998989515,16,95,122,2,1.11749994754791,0.00240000011399388,0,1.76559710502625,269.031402587891,21.183500289917,66.8170013427734,15.6724996566773,2,17.7723007202148,147.4675,-38.12333
"42","high reliability","Quadrat","place",7231.032664,"road",0.000380929,"Y","Y","N","Y",7.40000009536743,-0.000199999994947575,16,95,122,2,1.01259994506836,0.00400000018998981,0,1.76559710502625,271.039398193359,18.9606990814209,68.0393981933594,13.960599899292,2,17.5508003234863,147.445,-38.12556
"43","high reliability","Quadrat","place",3708.027505,"road",0.004276065,"Y","Y","N","Y",2.79999995231628,0.00100000004749745,16,95,122,16,0.794200003147125,0.00620000017806888,0,1.76559710502625,270.836486816406,16.1634006500244,69.8366012573242,12.1633996963501,113,17.3432006835937,147.3825,-38.18111
"44","high reliability","Quadrat","place",3447.585701,"road",0.012080869,"Y","Y","N","N",137.543701171875,-0.00469999993219972,15,90,81,103,1.85090005397797,0.0103000001981854,1.57356870174408,18.2623081207275,330.846984863281,-6.80950021743774,73.8095016479492,13.9505996704102,103,16.6667003631592,144.98338,-36.80088
"45","high reliability","Quadrat","airport",2290.146034,"watercourse_channel",0.001013832,"Y","Y","Y","N",213,-0.0288999993354082,26,134,139,106,1.66649997234345,0.014299999922514,0.103526376187801,2.62483811378479,307.2294921875,-2.23340010643005,69.2333984375,55.7759017944336,106,16.4456005096436,142.34239,-37.20388
"46","high reliability","Quadrat","place",2131.676408,"road",0.009312493,"Y","Y","Y","N",623.200012207031,1.03830003738403,6,76,139,6,2.66510009765625,0.133499994874,0.155637428164482,5.09705591201782,281.840698242187,12.1933002471924,50.7602996826172,79.7321014404297,6,12.088399887085,142.3898,-37.11143
"47","high reliability","Incidental","mountain",307.0050102,"road",0.019864447,"Y","Y","Y","N",452.799987792969,-0.0926999971270561,19,100,119,16,2.5952000617981,0.0214000009000301,0.846457481384277,8.87543678283691,282.764190673828,8.70750045776367,61.7504997253418,36.0330009460449,112,16.2772998809814,144.57361,-37.38556
"48","high reliability","Quadrat","place",6695.293572,"road",0.017374339,"Y","Y","N","Y",5.80000019073486,-0.000199999994947575,16,154,122,2,0.935400009155273,0.00209999992512166,0,1.76559710502625,271.845611572266,21.2392997741699,67.8455963134766,15.1543998718262,2,18.3990001678467,147.5175,-38.07028
"49","high reliability","Quadrat","place",6673.259534,"road",0.017220668,"Y","Y","N","Y",5.80000019073486,-0.000199999994947575,16,154,122,2,0.935400009155273,0.00209999992512166,0,1.76559710502625,271.845611572266,21.2392997741699,67.8455963134766,15.1543998718262,2,18.3990001678467,147.51778,-38.07028
"50","high reliability","Quadrat","place",7361.467393,"road",0.002633681,"Y","Y","N","Y",7.80000019073486,-0.00889999978244305,16,95,122,2,1.02909994125366,0.00329999998211861,0,1.76559710502625,270.544189453125,20.2693004608154,67.5441970825195,14.4558000564575,2,17.3197994232178,147.45222,-38.12611
"51","high reliability","Quadrat","place",8257.333874,"road",0.008259868,"Y","Y","N","Y",10.3999996185303,-0.00460000010207295,16,95,122,2,1.12399995326996,0.00150000001303852,0,1.76559710502625,269.064788818359,21.0498008728027,66.9502029418945,15.7451000213623,2,17.5316009521484,147.46722,-38.1225
"52","low reliability","Quadrat","mountain",10862.50265,"watercourse_stream",0.031227159,"Y","Y","N","N",481.200012207031,-0.760399997234345,53,6,139,6,2.49920010566711,0.0816000029444695,0.177615195512772,20.5322608947754,282.968414306641,9.55130004882813,56.5098991394043,66.1474990844727,6,12.1941003799438,142.221,-37.33725
"53","high reliability","Quadrat","place",5922.678317,"watercourse_stream",0.001799729,"Y","Y","N","N",387.600006103516,0,32,120,119,19,2.52559995651245,0.0082999998703599,0.619750201702118,10.0159254074097,285.190093994141,6.80950021743774,64.1904983520508,23.7374000549316,109,18.5743007659912,144.66647,-37.40901
"54","high reliability","Quadrat","place",1224.112008,"road",0.003413394,"Y","Y","N","N",209,-0.0109999999403954,35,121,81,103,2.08209991455078,0.0109999999403954,1.10537564754486,14.8590726852417,325.291687011719,-5.29180002212524,63.2918014526367,22.7082004547119,103,16.565299987793,144.350473,-36.78874
"55","low reliability","Quadrat","airport",2594.323291,"watercourse_stream",0.004534461,"Y","Y","Y","N",262.200012207031,0.280200004577637,53,6,139,6,1.98310005664825,0.0899000018835068,0.17226105928421,5.6640214920044,302.702911376953,1.98660004138947,64.7105026245117,66.1536026000977,6,13.5622997283936,142.36821,-37.17939
"56","high reliability","Quadrat","place",10614.49775,"road",0.008680847,"Y","Y","N","N",163.199996948242,0.0109999999403954,30,112,127,6,1.63399994373322,0.00669999979436398,1.11229395866394,6.62028694152832,300.065185546875,-3.31240010261536,68.0652008056641,53.9347991943359,6,16.0331993103027,141.13528,-37.15306
"57","high reliability","Incidental","place",4307.872958,"road",0.013962653,"Y","N","Y","N",430.600006103516,-0.0421999990940094,19,100,123,16,2.57649993896484,0.0111999996006489,0.713346660137177,8.15358734130859,280.682189941406,10.6669998168945,61.7050018310547,30.176399230957,103,16.074800491333,144.62611,-37.42306
"58","high reliability","Quadrat","place",3394.070572,"road",0.001452609,"Y","Y","N","Y",3.40000009536743,0.0020000000949949,16,95,122,2,0.808300018310547,0.00430000014603138,0,1.76559710502625,271.818115234375,22.1264991760254,68.8734970092773,15.1265001296997,2,18.4505996704102,147.55667,-38.06361
"59","high reliability","Quadrat","place",3241.550767,"road",0.001383572,"N","Y","N","Y",3,-0.00350000010803342,16,95,122,2,0.785099983215332,0.00730000017210841,0,1.76559710502625,271.8251953125,22.169900894165,68.8301010131836,15.1698999404907,2,18.4402008056641,147.55806,-38.06278
"60","high reliability","Quadrat","place",4244.309716,"road",0.01665829,"Y","Y","N","Y",10.6000003814697,0.0109000001102686,16,95,122,2,1.13450002670288,0.00249999994412065,0,1.76559710502625,268.723999023437,20.1420001983643,66.7239990234375,15.2760000228882,2,17.1147994995117,147.42333,-38.15028
"61","low reliability","Species List for Defined Area","airport",9502.499636,"watercourse_channel",0.001046276,"N","N","N","N",477,0.0886000022292137,64,102,139,12,2.51889991760254,0.0491000004112721,0.355754822492599,9.39558982849121,293.724792480469,8.23810005187988,52.7775001525879,71.7294006347656,12,11.4118003845215,142.33347,-36.9787
"62","high reliability","Quadrat","place",6987.73682,"road",0.000671362,"Y","Y","N","N",19.3999996185303,0.0820000022649765,54,116,130,106,0.930499970912933,0.0256999991834164,0,1.76559710502625,265.07861328125,3.92149996757507,87.1013031005859,35.9213981628418,106,16.1569995880127,144.16611,-38.3433
"63","high reliability","Quadrat","airport",11634.26765,"watercourse_stream",0.007678144,"Y","Y","N","Y",1203.59997558594,4.38350009918213,18,67,138,11,3.07520008087158,0.113399997353554,2.4161274433136,12.9444751739502,247.341796875,35.3400993347168,21.7710990905762,105.62370300293,11,11.184100151062,147.62794,-36.86348
"64","high reliability","Quadrat","place",11741.03282,"road",0.001007151,"N","Y","N","N",158.238906860352,0.0019000000320375,30,112,127,16,1.64890003204346,0.00430000014603138,0.723262190818787,5.05498456954956,301.619293212891,-5.73169994354248,70.6098022460938,52.3902015686035,103,16.5345001220703,141.12997,-37.17417
"65","high reliability","Quadrat","place",2929.02192,"road",0.013626545,"Y","N","N","N",135.800003051758,0.00039999998989515,30,112,98,16,0.908399999141693,0.0019000000320375,1.2037810087204,6.12126445770264,310.266296386719,-6.5612998008728,71.5613021850586,45.4387016296387,103,16.4421005249023,141.05782,-36.9821
"66","high reliability","Incidental","rail_station",2429.836685,"road",0.00323432,"N","N","N","Y",-1,0,69,159,141,-99,0,0,0.526822924613953,6.59949064254761,283.229705810547,13.7701997756958,84.2297973632813,27.7702007293701,-99,19.4659996032715,145.033374,-37.980725
"67","high reliability","Quadrat","place",5162.763854,"road",0.000710981,"Y","Y","N","Y",-0.200000002980232,0.00109999999403954,16,95,122,113,0.513100028038025,0.00230000005103648,0,1.76559710502625,272.183685302734,16.9431991577148,69.0568008422852,11.9432001113892,113,18.1319999694824,147.396352,-38.147357
"68","high reliability","Quadrat","place",6969.01601,"road",0.008015054,"Y","Y","N","N",111,-0.0280000008642673,20,139,127,106,2.01559996604919,0.0109999999403954,0,1.76559710502625,254.634796142578,5.25549983978272,79.744499206543,85.1968994140625,106,17.5053997039795,141.2903,-38.15514
"69","high reliability","Quadrat","place",5533.835367,"road",0.000641767,"Y","Y","N","N",114.902198791504,-0.0116999996826053,20,139,125,6,2.00880002975464,0.00430000014603138,0,1.76559710502625,260.506805419922,3.49320006370544,77.7089996337891,78.4932022094727,6,16.3061008453369,141.27778,-38.035
"70","high reliability","Quadrat","place",9728.385426,"road",0.011542709,"Y","Y","N","N",161.800003051758,0.00380000006407499,30,112,98,6,1.49600005149841,0.0109999999403954,0.410606503486633,8.26900196075439,305.953491210937,-5.95349979400635,66.953498840332,43.4555015563965,6,16.3110008239746,141.50389,-37.11444
"71","high reliability","Quadrat","place",4839.82325,"road",0.010165627,"Y","Y","N","N",197.399993896484,0.0137000000104308,35,121,117,16,2.01169991493225,0.0111999996006489,0.1907007843256,1.90695858001709,306.810302734375,-13.5167999267578,76.5167999267578,42.4832000732422,103,15.3837995529175,141.37806,-37.24917
"72","high reliability","Quadrat","place",9410.588146,"road",0.010637476,"Y","Y","N","N",218.199996948242,0.137899994850159,64,102,117,109,2.10739994049072,0.0274999998509884,0.115154422819614,3.71810913085937,296.418212890625,-7.80670022964478,71.807502746582,49.9705009460449,109,15.0733995437622,141.3775,-37.35639
"73","high reliability","Quadrat","place",3162.969063,"road",0.001937577,"N","Y","N","Y",4,-0.00740000000223517,16,95,122,2,0.851999998092651,0.00249999994412065,0,1.76559710502625,271.764404296875,22.2355003356934,68.7645034790039,15.2355003356934,2,18.2082996368408,147.55833,-38.06194
"74","high reliability","Quadrat","place",3376.176429,"road",0.001304426,"Y","Y","N","Y",3.79999995231628,0.00370000000111759,16,95,122,2,0.835600018501282,0.00340000004507601,0,1.76559710502625,271.707885742188,22.1558990478516,68.8441009521484,15.1559000015259,2,18.3311004638672,147.55694,-38.06361
"75","high reliability","Quadrat","place",9613.649675,"road",0.003060101,"Y","Y","N","Y",1.79999995231628,0,16,95,122,113,0.669300019741058,0.00930000003427267,0,1.76559710502625,273.447998046875,18.0897006988525,69.9103012084961,12.0896997451782,113,18.7175006866455,147.46694,-38.10889
"76","high reliability","Quadrat","place",7081.166117,"road",0.001650039,"Y","Y","N","Y",7.40000009536743,0,16,95,122,2,1.01279997825623,0.00260000000707805,0,1.76559710502625,271.200988769531,18.7989006042481,68.2009963989258,13.7988996505737,2,17.7782001495361,147.44361,-38.12667
"77","high reliability","Quadrat","place",3593.416198,"road",0.005430986,"Y","Y","N","Y",3.59999990463257,0.00730000017210841,16,95,122,16,0.844399988651276,0.00600000005215406,0,1.76559710502625,270.824310302734,16.1756992340088,69.8243026733398,12.1757001876831,113,17.269100189209,147.38333,-38.18194
"78","high reliability","Quadrat","place",5846.312544,"watercourse_river",0.000659692,"N","Y","N","N",143.199996948242,-0.358200013637543,17,92,124,12,2.10969996452331,0.0232999995350838,0.868027627468109,12.9263715744019,292.369812011719,19.2716999053955,82.4422988891602,36.1697998046875,12,12.983699798584,145.2818,-37.7137
"79","low reliability","Quadrat","place",5577.402949,"watercourse_stream",0.002593377,"Y","N","Y","N",389.799987792969,-0.0542000010609627,32,144,119,103,2.52859997749329,0.00620000017806888,0.534501850605011,9.29642963409424,280.936798095703,11.0488004684448,60.0133018493652,27.0949993133545,103,16.9906997680664,144.66316,-37.41272
"80","high reliability","Quadrat","airport",7204.028577,"watercourse_stream",0.032364448,"Y","Y","N","Y",35.2000007629395,-0.0267999991774559,16,154,122,17,1.57190001010895,0.00300000002607703,0,1.76559710502625,266.721008300781,16.194299697876,65.8057022094727,15.194299697876,6,15.4693002700806,147.20848,-38.25214
"81","high reliability","Quadrat","airport",12665.89904,"road",0.020062547,"Y","Y","N","N",84.7957992553711,-0.033100001513958,20,149,127,17,1.6657999753952,0.0137000000104308,0.0619378462433815,2.56390976905823,279.392700195312,1.60730004310608,71.1938018798828,61.8306999206543,105,16.9016990661621,141.2233,-37.64138
"82","high reliability","Quadrat","place",5230.434435,"watercourse_river",0.014434312,"Y","Y","N","N",302,0.0186999998986721,32,120,114,109,2.15890002250671,0.0230000000447035,0.449432194232941,11.7321853637695,291.752288818359,5.75750017166138,65.3132019042969,21.6868000030518,109,16.3610000610352,143.61918,-37.70613
"83","high reliability","Quadrat","mountain",6226.092981,"road",0.014970667,"Y","Y","N","Y",23.7999992370605,-0.061999998986721,57,145,118,119,1.40020000934601,0.025000000372529,0.496467411518097,5.65771913528442,269.012908935547,18.1816005706787,84.7706985473633,58.2504005432129,103,16.652099609375,145.537447,-38.428297
"84","high reliability","Quadrat","place",9912.295516,"watercourse_stream",0.017560366,"Y","Y","N","N",241.199996948242,-0.094700001180172,38,91,112,3,1.98580002784729,0.0230000000447035,0.124260514974594,10.5643587112427,318.180511474609,-21.2996006011963,87.2550964355469,22.4461002349854,3,15.3516998291016,142.027568,-37.35619
"85","low reliability","Species List for Defined Area","rail_station",1665.226012,"watercourse_stream",0.00031021,"Y","N","N","Y",106.199996948242,-0.196299999952316,17,99,118,19,1.99070000648498,0.0258000008761883,0.97819858789444,11.0533590316773,290.644012451172,18.7140998840332,83.8061981201172,32.3637008666992,103,13.7469997406006,145.20517,-37.807268
"86","high reliability","Quadrat","place",2131.676408,"road",0.009312493,"Y","Y","Y","N",623.200012207031,1.03830003738403,6,76,139,6,2.66510009765625,0.133499994874,0.155637428164482,5.09705591201782,281.840698242187,12.1933002471924,50.7602996826172,79.7321014404297,6,12.088399887085,142.3898,-37.11143
"87","high reliability","Quadrat","airport",2315.349806,"watercourse_channel",0.003927583,"Y","Y","N","N",223.199996948242,0.00960000045597553,30,112,139,106,1.78250002861023,0.00680000009015203,0.0618862174451351,6.07390594482422,305.433502197266,-0.433499991893768,66.4335021972656,58.459400177002,106,16.3062992095947,142.31364,-37.18028
"88","high reliability","Quadrat","place",7251.344429,"road",0.000238133,"Y","Y","N","N",119.340301513672,-0.113600000739098,37,140,125,6,2.02870011329651,0.0211999993771315,0,1.76559710502625,262.709991455078,1.5320999622345,81.0961990356445,76.3988037109375,6,15.7817001342773,141.28278,-38.05167
"89","high reliability","Quadrat","place",3412.70217,"road",0.00160628,"Y","Y","N","Y",3.40000009536743,0.0020000000949949,16,95,122,2,0.808300018310547,0.00430000014603138,0,1.76559710502625,271.818115234375,22.1264991760254,68.8734970092773,15.1265001296997,2,18.4505996704102,147.55639,-38.06361
"90","high reliability","Quadrat","place",3863.852129,"road",0.000204163,"Y","Y","N","Y",4.19999980926514,0.00749999983236194,16,95,122,16,0.89300000667572,0.00260000000707805,0,1.76559710502625,270.466796875,16.5331993103027,69.466796875,12.5332002639771,113,17.0757999420166,147.37361,-38.18389
"91","high reliability","Quadrat","place",9633.067066,"road",0.002739548,"Y","Y","N","Y",1.79999995231628,0,16,95,122,113,0.669300019741058,0.00930000003427267,0,1.76559710502625,273.447998046875,18.0897006988525,69.9103012084961,12.0896997451782,113,18.7175006866455,147.4675,-38.10889
"92","high reliability","Quadrat","place",9586.923258,"road",0.002128292,"Y","Y","N","Y",2.59999990463257,0.0318000018596649,16,95,122,6,0.738099992275238,0.0121999997645616,0,1.76559710502625,271.782104492187,19.3355007171631,68.6644973754883,13.3354997634888,6,17.7569999694824,147.46778,-38.10944
