"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif"
"267","high reliability","Quadrat","mountain",3504.673895,"watercourse_stream",0.010905021,"Y","Y","N","N",217.600006103516,-0.0015999999595806,35,141,112,17,1.95500004291534,0.00279999990016222,1.06565797328949,10.4619216918945,301.560211181641,-8.83950042724609,76.6874008178711,34.999698638916,109,16.1051998138428
"268","high reliability","Quadrat","place",11931.25803,"road",0.000978231,"Y","Y","N","N",469.799987792969,0.292800009250641,8,78,115,112,2.66770005226135,0.169300004839897,1.48274683952332,12.5686016082764,290.240905761719,22.9717998504639,34.9429016113281,14.9561004638672,112,15.4773998260498
"269","low reliability","Quadrat","place",2277.49021,"watercourse_river",0.007482132,"Y","N","N","N",118.199996948242,0.131500005722046,64,102,106,8,1.9941999912262,0.0513000003993511,0.916681587696075,10.8192548751831,297.934692382813,12.3429002761841,82.9345016479492,23.0673999786377,8,14.0873003005981
"270","low reliability","Quadrat","place",1154.619134,"road",0.000148424,"Y","N","N","N",68.1999969482422,-0.73879998922348,64,102,106,19,1.72019994258881,0.0511000007390976,0.809448957443237,11.7134552001953,297.674896240234,13.4993000030518,82.9263000488281,20.232400894165,8,12.2384996414185
"271","high reliability","Quadrat","place",3563.34924,"coast",0.009730732,"N","Y","N","N",-1,0,86,173,141,-99,0,0,0,1.76559710502625,265.315002441406,15.6850004196167,92.3150024414062,65.6849975585938,-99,19.4659996032715
"272","high reliability","Quadrat","mountain",2530.137363,"road",0.019571906,"Y","Y","N","N",73.1999969482422,-0.00980000011622906,37,140,127,20,1.8371000289917,0.0109000001102686,0,1.76559710502625,257.268798828125,0.540499985218048,87.268798828125,78.731201171875,106,16.6660995483398
"273","high reliability","Quadrat","place",4399.596421,"watercourse_stream",0.020342738,"Y","Y","N","N",135.199996948242,0.00340000004507601,15,90,117,103,1.4559999704361,0.0116999996826053,0.394027769565582,5.64633417129517,312.144012451172,-12.0307998657227,74.4745025634766,35.8046989440918,103,14.0953998565674
"274","low reliability","Quadrat","place",8922.81727,"road",0.029392562,"Y","N","N","N",178.275405883789,0.00249999994412065,30,112,98,16,1.2661999464035,0.00419999985024333,0.434754401445389,8.54769515991211,312.397796630859,-8.39780044555664,70.0479965209961,40.6021995544434,109,16.4344005584717
"275","high reliability","Quadrat","place",7415.865847,"road",0.002884921,"Y","Y","N","N",6.40000009536743,-0.00540000014007092,16,95,122,2,0.968100011348724,0.00800000037997961,0,1.76559710502625,270.874786376953,19.8747005462646,67.8748016357422,14.1252002716065,2,17.355899810791
"276","high reliability","Quadrat","place",8098.225939,"road",0.009084787,"Y","Y","N","N",9.80000019073486,0.00139999995008111,16,95,122,2,1.10399997234345,0.00419999985024333,0,1.76559710502625,269.00439453125,21.160400390625,66.8403015136719,15.3522996902466,2,17.4720001220703
"277","high reliability","Quadrat","place",3200.546945,"road",0.006314772,"Y","Y","N","N",0.800000011920929,0.00120000005699694,16,95,122,102,0.59060001373291,0.00370000000111759,0,1.76559710502625,271.890014648437,22.1100006103516,68.8899993896484,15.1099996566772,102,18.619499206543
"278","high reliability","Quadrat","place",4216.161191,"road",0.016221434,"Y","Y","N","N",9.39999961853027,0,16,95,122,2,1.0945999622345,0.00559999980032444,0,1.76559710502625,269.282592773438,19.4862995147705,67.282600402832,14.717399597168,2,16.9311008453369
"279","high reliability","Quadrat","place",5956.650004,"road",0.005337421,"Y","Y","N","N",7.80000019073486,0.0119000002741814,16,95,122,2,1.0246000289917,0.00300000002607703,0,1.76559710502625,270.488586425781,22.1739006042481,67.4886016845703,15.5114002227783,2,17.8040008544922
"280","high reliability","Quadrat","place",3311.349797,"road",0.010466263,"Y","Y","N","N",1.60000002384186,-0.000699999975040555,16,95,122,113,0.670400023460388,0.00139999995008111,0,1.76559710502625,271.655212402344,22.3448009490967,67.7761001586914,15.3447999954224,113,18.8743991851807
"281","high reliability","Quadrat","place",8075.565611,"road",0.008764234,"Y","Y","N","N",9.80000019073486,0.00139999995008111,16,95,122,2,1.10399997234345,0.00419999985024333,0,1.76559710502625,269.00439453125,21.160400390625,66.8403015136719,15.3522996902466,2,17.4720001220703
"282","high reliability","Quadrat","place",10825.62954,"road",0.011273098,"Y","Y","N","N",593.799987792969,1.87399995326996,67,69,115,17,2.77040004730225,0.0644000023603439,1.42235636711121,12.8223400115967,286.961212158203,21.2126007080078,33.8757019042969,13.5839004516602,12,11.2257995605469
"283","high reliability","Quadrat","airport",9799.271373,"road",0.00301478,"Y","Y","N","N",75.5999984741211,-0.0116999996826053,16,95,122,16,1.8827999830246,0.00659999996423721,0,1.76559710502625,273.042114257812,12.1522998809815,72.0120010375977,10.9580001831055,103,17.0251007080078
"284","low reliability","Species List for Defined Area","place",1222.283743,"watercourse_river",0.001530168,"Y","N","N","N",94.8000030517578,0.0113000003620982,64,102,124,19,1.91380000114441,0.0425000004470348,0.971895158290863,9.76968860626221,295.269104003906,15.9035997390747,84.1289978027344,28.8894996643066,3,15.5243997573853
"285","low reliability","Quadrat","place",1396.089653,"watercourse_stream",8.19e-05,"Y","N","N","N",157.399993896484,0.324600011110306,53,6,106,8,2.14400005340576,0.0728999972343445,0.668639361858368,11.7785778045654,294.003997802734,17.1219005584717,81.013298034668,32.5808982849121,8,12.4870004653931
"286","low reliability","Quadrat","place",1396.089653,"watercourse_stream",8.19e-05,"Y","N","N","N",157.399993896484,0.324600011110306,53,6,106,8,2.14400005340576,0.0728999972343445,0.668639361858368,11.7785778045654,294.003997802734,17.1219005584717,81.013298034668,32.5808982849121,8,12.4870004653931
"287","high reliability","Specimen","place",15820.19352,"watercourse_river",0.020665728,"Y","Y","N","N",79,-0.00230000005103648,16,95,122,103,1.89569997787476,0.0288999993354082,0,1.76559710502625,275.742706298828,13.4853000640869,72.4545974731445,14.173999786377,103,17.2164993286133
"288","high reliability","Quadrat","mountain",6708.659709,"road",0.008852052,"Y","Y","N","N",35.4000015258789,0.00999999977648258,57,145,118,16,1.56560003757477,0.00289999996311963,0.581623673439026,5.19992113113403,267.790893554687,19.2057991027832,83.7941970825195,59.8003997802734,106,16.565299987793
"289","high reliability","Quadrat","airport",17195.41498,"road",0.001238441,"Y","Y","N","N",57.5741996765137,9.99999974737875e-05,20,149,127,17,1.46399998664856,0.00570000009611249,0.162044331431389,4.49295902252197,278.281890869141,0.452899992465973,73.9139022827149,62.2677001953125,106,16.0116004943848
"290","high reliability","Quadrat","place",3601.537547,"watercourse_channel",0.001152657,"Y","Y","N","N",192.600006103516,0.0044999998062849,30,112,112,106,1.72269999980927,0.0148000000044704,0.0686289891600609,3.80248785018921,312.169006347656,-6.23390007019043,64.2339019775391,33.7654991149902,106,16.1250991821289
"291","low reliability","Quadrat","place",4300.354318,"road",0.00015245,"Y","N","N","N",194.399993896484,0.208800002932548,15,90,117,16,1.99650001525879,0.0148000000044704,0.18329456448555,2.82396411895752,308.843505859375,-14.8708000183106,77.9492034912109,40.5965995788574,103,14.7163000106812
"292","high reliability","Quadrat","place",8103.189349,"road",0.008534644,"Y","Y","N","N",9.80000019073486,0.00139999995008111,16,95,122,2,1.10399997234345,0.00419999985024333,0,1.76559710502625,269.00439453125,21.160400390625,66.8403015136719,15.3522996902466,2,17.4720001220703
"293","high reliability","Quadrat","place",9727.377116,"road",0.00325984,"Y","Y","N","N",1.79999995231628,0.00749999983236194,16,95,122,103,0.669399976730347,0.0107000004500151,0,1.76559710502625,272.804412841797,18.7234001159668,69.2766036987305,12.7234001159668,103,18.2168006896973
"294","high reliability","Quadrat","place",3307.712733,"road",0.009470582,"Y","Y","N","N",1,-0.00879999995231628,16,95,122,102,0.611199975013733,0.00300000002607703,0,1.76559710502625,271.635101318359,22.3649005889893,67.9446029663086,15.3648996353149,102,18.4650001525879
"295","low reliability","Quadrat","rail_station",4025.562798,"road",0.004733199,"Y","N","N","N",110.400001525879,-0.238800004124641,64,108,106,19,1.97010004520416,0.0390000008046627,0.907275557518005,12.2204465866089,296.389587402344,13.0239000320435,82.8432998657227,19.1396999359131,3,13.0326995849609
"296","low reliability","Species List for Defined Area","place",4801.26892,"watercourse_stream",0.002692677,"Y","N","N","N",218.600006103516,-0.0562000013887882,32,120,123,16,2.2425000667572,0.0160000007599592,0.764215350151062,10.142391204834,287.454498291016,5.62589979171753,69.3740997314453,6.54549980163574,109,16.3605003356934
"297","low reliability","Species List for Defined Area","place",1468.996387,"watercourse_river",0.001078575,"Y","N","N","N",93.1999969482422,-0.31020000576973,53,6,124,19,1.90499997138977,0.0760999992489815,0.678951859474182,11.1320323944092,296.429809570312,14.7534999847412,85.2454986572266,27.4200992584228,103,16.0988006591797
"298","low reliability","Species List for Defined Area","place",1467.824519,"watercourse_river",0.001063696,"Y","N","N","N",93.1999969482422,-0.31020000576973,53,6,124,19,1.90499997138977,0.0760999992489815,0.678951859474182,11.1320323944092,296.429809570312,14.7534999847412,85.2454986572266,27.4200992584228,103,16.0988006591797
"299","high reliability","Quadrat","place",7429.994874,"watercourse_stream",0.001616366,"Y","Y","N","N",159,0.0159000009298325,37,140,117,106,2.04949998855591,0.0201999992132187,0.276051849126816,2.35001635551453,273.472686767578,1.67449998855591,72.3255004882813,62.6744995117187,106,16.421199798584
"300","high reliability","Incidental","mountain",643.6865329,"railway",0.017742052,"Y","Y","Y","N",450.200012207031,-0.00730000017210841,19,100,119,112,2.59260010719299,0.0271000005304813,1.2644761800766,6.69250535964966,281.967987060547,9.22420024871826,61.0719985961914,35.8051986694336,112,15.9462003707886
"301","high reliability","Quadrat","place",3751.420607,"road",0.02094051,"Y","Y","N","N",9.80000019073486,-0.00209999992512166,16,95,122,2,1.10749995708466,0.0015999999595806,0,1.76559710502625,269.2080078125,18.9990005493164,67.6411972045898,14.7919998168945,2,17.3878993988037
"302","high reliability","Quadrat","place",3784.862126,"road",0.019741114,"Y","Y","N","N",9.19999980926514,0.00499999988824129,16,95,122,2,1.0871000289917,0.00310000008903444,0,1.76559710502625,269.341491699219,18.7059001922607,67.5652008056641,14.6584997177124,2,17.1788005828857
"303","high reliability","Quadrat","place",5963.046284,"road",0.006882866,"Y","Y","N","N",6.80000019073486,-0.00549999997019768,16,95,122,2,0.981700003147125,0.00510000018402934,0,1.76559710502625,270.407989501953,22.5706005096435,67.4078979492188,15.5921001434326,2,18.0352993011475
"304","high reliability","Quadrat","place",9652.080689,"road",0.00383411,"Y","Y","N","N",2.20000004768372,-0.00249999994412065,16,95,122,113,0.704800009727478,0.00579999992623925,0,1.76559710502625,274.187713623047,17.7439002990723,70.256103515625,11.7439002990723,113,18.4654998779297
"305","high reliability","Quadrat","place",3303.060914,"road",0.010084018,"Y","Y","N","N",1.20000004768372,-0.00490000005811453,16,95,122,102,0.633199989795685,0.00249999994412065,0,1.76559710502625,271.662414550781,22.3376007080078,67.8415985107422,15.3375997543335,102,18.5699996948242
"306","low reliability","Species List for Defined Area","rail_station",1788.470657,"road",0.000313222,"Y","N","Y","N",472,-0.0401999987661839,19,100,119,16,2.61719989776611,0.0082999998703599,0.523357808589935,9.59851551055908,275.988403320313,14.0116996765137,57.9883003234863,37.9053001403809,106,15.4584999084473
"307","low reliability","Quadrat","place",2805.869809,"road",0.012393871,"Y","N","N","N",93,0.234200000762939,53,6,106,103,1.86360001564026,0.0872000008821487,0.83730685710907,10.7919673919678,299.462097167969,11.3227996826172,83.1873016357422,21.4083003997803,103,15.1572999954224
"308","high reliability","Quadrat","place",4712.221746,"road",0.011925331,"Y","Y","N","N",9.39999961853027,0.033100001513958,16,95,122,2,1.09519994258881,0.0094999996945262,0,1.76559710502625,269.343902587891,20.1322994232178,66.4904022216797,15.5085000991821,2,17.0559997558594
"309","high reliability","Quadrat","place",4712.221746,"road",0.011925331,"Y","Y","N","N",9.39999961853027,0.033100001513958,16,95,122,2,1.09519994258881,0.0094999996945262,0,1.76559710502625,269.343902587891,20.1322994232178,66.4904022216797,15.5085000991821,2,17.0559997558594
"310","high reliability","Quadrat","place",4712.221746,"road",0.011925331,"Y","Y","N","N",9.39999961853027,0.033100001513958,16,95,122,2,1.09519994258881,0.0094999996945262,0,1.76559710502625,269.343902587891,20.1322994232178,66.4904022216797,15.5085000991821,2,17.0559997558594
"311","high reliability","Quadrat","place",10303.39338,"road",0.007131357,"Y","Y","N","N",0.800000011920929,0.000500000023748726,16,95,122,113,0.565199971199036,0.00860000029206276,0,1.76559710502625,274.171295166016,17.7476997375488,70.2522964477539,11.7476997375488,113,18.8190002441406
"312","high reliability","Quadrat","airport",2315.349806,"watercourse_channel",0.003927583,"Y","Y","N","N",223.199996948242,0.00960000045597553,30,112,139,106,1.78250002861023,0.00680000009015203,0.0618862174451351,6.07390594482422,305.433502197266,-0.433499991893768,66.4335021972656,58.459400177002,106,16.3062992095947
"313","high reliability","Quadrat","airport",4662.624603,"watercourse_river",0.00588329,"Y","Y","N","N",113.611503601074,0.0772999972105026,37,140,125,6,2.01559996604919,0.0195000004023313,0,1.76559710502625,263.151214599609,0.129800006747246,81.8980026245117,76.0930023193359,6,15.0727996826172
"314","low reliability","Quadrat","place",4166.896186,"road",0.000675775,"Y","N","N","N",198,0.0399999991059303,15,90,117,16,2.01139998435974,0.011400000192225,0.176342085003853,2.31431126594543,309.585784912109,-15.8618001937866,78.8619003295898,40.0373001098633,103,15.1309995651245
"315","high reliability","Quadrat","place",6084.043793,"road",0.012716755,"Y","Y","N","N",8,-0.00310000008903444,16,154,122,2,1.03349995613098,0.00179999996908009,0,1.76559710502625,270.999206542969,22.5862998962402,66.9991989135742,16.0007991790771,2,18.1753997802734
"316","high reliability","Quadrat","place",6098.823469,"road",0.012491051,"Y","Y","N","N",8,-0.00310000008903444,16,154,122,2,1.03349995613098,0.00179999996908009,0,1.76559710502625,270.999206542969,22.5862998962402,66.9991989135742,16.0007991790771,2,18.1753997802734
"317","high reliability","Quadrat","place",3752.322415,"road",0.020259555,"Y","Y","N","N",10,0.000899999984540045,16,95,122,2,1.11440002918243,0.000300000014249235,0,1.76559710502625,269.252288818359,18.8304004669189,67.6222991943359,14.7476997375488,2,17.4778995513916
"318","high reliability","Quadrat","place",3260.134572,"road",0.001537243,"N","Y","N","N",3.59999990463257,-0.0007999999797903,16,95,122,2,0.824699997901917,0.00219999998807907,0,1.76559710502625,271.839996337891,22.1599006652832,68.8401031494141,15.1597995758057,2,18.5932006835937
"319","high reliability","Quadrat","place",3138.994031,"road",0.005859248,"Y","Y","N","N",1.20000004768372,0.00219999998807907,16,95,122,102,0.634800016880035,0.00400000018998981,0,1.76559710502625,271.829498291016,22.1704998016357,68.8294982910156,15.1704998016357,102,18.6037998199463
"320","high reliability","Quadrat","place",4311.418174,"road",0.015219695,"Y","Y","N","N",9.60000038146973,0.000699999975040555,16,95,122,2,1.10189998149872,0.00289999996311963,0,1.76559710502625,269.660003662109,19.3092994689941,67.6539993286133,14.3459997177124,2,17.6688995361328
"321","high reliability","Quadrat","place",10330.63129,"road",0.001418437,"Y","Y","N","N",7.59999990463257,0.00999999977648258,16,95,122,2,1.02059996128082,0.00219999998807907,0,1.76559710502625,270.318603515625,20.6814002990723,67.318603515625,14.6817998886108,2,17.9871997833252
"322","high reliability","Quadrat","rail_station",3014.322346,"watercourse_river",0.000557494,"Y","Y","N","N",92.1999969482422,0.00999999977648258,17,99,106,19,1.8856999874115,0.00389999989420176,0.932999014854431,11.7523307800293,296.094696044922,13.9057998657227,82.25830078125,18.9053001403809,103,14.4962997436523
"323","low reliability","Monitoring","mountain",2569.906101,"road",5.65e-05,"Y","N","N","Y",157.800003051758,-0.419800013303757,45,136,118,6,2.20120000839233,0.0339000001549721,0,1.76559710502625,249.373092651367,18.3495006561279,89.9774017333984,75.709098815918,6,12.871000289917
"324","low reliability","Species List for Defined Area","place",4801.26892,"watercourse_stream",0.002692677,"Y","N","N","N",218.600006103516,-0.0562000013887882,32,120,123,16,2.2425000667572,0.0160000007599592,0.764215350151062,10.142391204834,287.454498291016,5.62589979171753,69.3740997314453,6.54549980163574,109,16.3605003356934
"325","high reliability","Quadrat","place",5466.484228,"watercourse_river",0.020090026,"Y","Y","N","N",29.0060997009277,-0.00579999992623925,20,139,127,16,1.3507000207901,0.00620000017806888,0,1.76559710502625,264.629486083984,-0.180299997329712,82.8701019287109,72.4116973876953,106,16.8351993560791
"326","high reliability","Quadrat","mountain",6276.531503,"road",0.015278925,"Y","Y","N","N",25.3999996185303,-0.0804999992251396,57,145,118,16,1.42700004577637,0.0157999992370606,0.535229563713074,6.42805290222168,268.322204589844,18.8729991912842,84.0774993896484,58.9031982421875,106,16.0848999023438
"327","high reliability","Quadrat","place",10579.97461,"road",0.00896071,"Y","Y","N","N",1,-0.000300000014249235,16,95,122,103,0.588599979877472,0.00370000000111759,0,1.76559710502625,274.864898681641,17.1350994110107,70.8648986816406,11.1351003646851,103,18.9151992797852
"328","high reliability","Quadrat","place",7093.000958,"road",0.051698537,"Y","Y","N","N",92,-0.0297999996691942,20,139,127,5,1.58630001544952,0.00740000000223517,0.358336448669434,5.889967918396,283.398406982422,1.60720002651215,68.3928985595703,62.9623985290527,5,15.8910999298096
